curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
0,0.6954976303317536,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11', 'H1FS2', 'H2WP4', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1IR12', 'H2WP14', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29', 'H1FS11', 'H1FS16', 'H1ED17', 'H1PF23', 'H2FS7', 'H2TO25', 'H2WP2', 'H1PF31', 'H2DS1', 'H1FS13', 'H2PF32', 'H1FS3', 'H1ED7', 'H2DS9', 'H2FS18', 'S60L', 'H1TO50', 'H1EE5', 'H2TO26', 'H2DS3', 'S62P', 'H1RF14', 'H2FS1', 'H1WP3', 'H2GH45', 'H2TO1', 'H1FS7', 'H1ED24', 'H1DS6', 'H1PF24'],23,5,10
218,0.7079383886255924,['H2FV4', 'S60O', 'H2PF12', 'H2PF31', 'H2FS1', 'H2PF12', 'H1DS13', 'H2PF8', 'H1PF16', 'H2WP4', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2PF9', 'H1PF16', 'H1RF14', 'H2DS11', 'H1FS11', 'H1TS3', 'H2PF23', 'H1ED15', 'H2PF10', 'H1PF31', 'H2WP9', 'H2DS1', 'H1GH22', 'H1WP5', 'H2PF22', 'H2DS12', 'PC40', 'H1TO3', 'H1PF4', 'H2PF1', 'H1FS10', 'H1DS5', 'H2SE4', 'H1TO50', 'H2TO15', 'H1FS5', 'H2PF23', 'H2FS15', 'H2PF5', 'H2FS19', 'H1GH28', 'H1PF32', 'H1WP4', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS6', 'H2PF26', 'H2GH30', 'H2ED16', 'H1WP5', 'PA56', 'H1DS7', 'H1FS14', 'H1ED16', 'H2TO15', 'H1WP4', 'S60N', 'H1TO9', 'H2ED12', 'H1FS11', 'H1PF36', 'H1FS11', 'H1DS8', 'H1FS2', 'H1FS16', 'S62O', 'H2FS4', 'H2DS11', 'H1GH52', 'H1TO9', 'H2PF32', 'H1PF24', 'H2WP3', 'S62R'],37,36,61
219,0.7079383886255924,['H2FV4', 'S60O', 'H2PF12', 'H2PF31', 'H2FS1', 'H2PF12', 'H1DS13', 'H2PF8', 'H1PF16', 'H2WP4', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2PF9', 'H1PF16', 'H1RF14', 'H2DS11', 'H1FS11', 'H1TS3', 'H2PF23', 'H1ED15', 'H2PF10', 'H1PF31', 'H2WP9', 'H2DS1', 'H1GH22', 'H1WP5', 'H2PF22', 'H2DS12', 'PC40', 'H1TO3', 'H1PF4', 'H2PF1', 'H1FS10', 'H1DS5', 'H2SE4', 'H1TO50', 'H2TO15', 'H1FS5', 'H2PF23', 'H2FS15', 'H2PF5', 'H2FS19', 'H1GH28', 'H1PF32', 'H1WP4', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS6', 'H2PF26', 'H2GH30', 'H2ED16', 'H1WP5', 'PA56', 'H1DS7', 'H1FS14', 'H1ED16', 'H2TO15', 'H1WP4', 'S60N', 'H1TO9', 'H2ED12', 'H1FS11', 'H1PF36', 'H1FS11', 'H1DS8', 'H1FS2', 'H1FS16', 'S62O', 'H2FS4', 'H2DS11', 'H1GH52', 'H1TO9', 'H2PF32', 'H1PF24', 'H2WP3', 'S62R'],37,36,61
220,0.7079383886255924,['H2FV4', 'S60O', 'H2PF12', 'H2PF31', 'H2FS1', 'H2PF12', 'H1DS13', 'H2PF8', 'H1PF16', 'H2WP4', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2PF9', 'H1PF16', 'H1RF14', 'H2DS11', 'H1FS11', 'H1TS3', 'H2PF23', 'H1ED15', 'H2PF10', 'H1PF31', 'H2WP9', 'H2DS1', 'H1GH22', 'H1WP5', 'H2PF22', 'H2DS12', 'PC40', 'H1TO3', 'H1PF4', 'H2PF1', 'H1FS10', 'H1DS5', 'H2SE4', 'H1TO50', 'H2TO15', 'H1FS5', 'H2PF23', 'H2FS15', 'H2PF5', 'H2FS19', 'H1GH28', 'H1PF32', 'H1WP4', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS6', 'H2PF26', 'H2GH30', 'H2ED16', 'H1WP5', 'PA56', 'H1DS7', 'H1FS14', 'H1ED16', 'H2TO15', 'H1WP4', 'S60N', 'H1TO9', 'H2ED12', 'H1FS11', 'H1PF36', 'H1FS11', 'H1DS8', 'H1FS2', 'H1FS16', 'S62O', 'H2FS4', 'H2DS11', 'H1GH52', 'H1TO9', 'H2PF32', 'H1PF24', 'H2WP3', 'S62R'],37,36,61
221,0.7079383886255924,['H2FV4', 'S60O', 'H2PF12', 'H2PF31', 'H2FS1', 'H2PF12', 'H1DS13', 'H2PF8', 'H1PF16', 'H2WP4', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2PF9', 'H1PF16', 'H1RF14', 'H2DS11', 'H1FS11', 'H1TS3', 'H2PF23', 'H1ED15', 'H2PF10', 'H1PF31', 'H2WP9', 'H2DS1', 'H1GH22', 'H1WP5', 'H2PF22', 'H2DS12', 'PC40', 'H1TO3', 'H1PF4', 'H2PF1', 'H1FS10', 'H1DS5', 'H2SE4', 'H1TO50', 'H2TO15', 'H1FS5', 'H2PF23', 'H2FS15', 'H2PF5', 'H2FS19', 'H1GH28', 'H1PF32', 'H1WP4', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS6', 'H2PF26', 'H2GH30', 'H2ED16', 'H1WP5', 'PA56', 'H1DS7', 'H1FS14', 'H1ED16', 'H2TO15', 'H1WP4', 'S60N', 'H1TO9', 'H2ED12', 'H1FS11', 'H1PF36', 'H1FS11', 'H1DS8', 'H1FS2', 'H1FS16', 'S62O', 'H2FS4', 'H2DS11', 'H1GH52', 'H1TO9', 'H2PF32', 'H1PF24', 'H2WP3', 'S62R'],37,36,61
222,0.7079383886255924,['H2FV4', 'S60O', 'H2PF12', 'H2PF31', 'H2FS1', 'H2PF12', 'H1DS13', 'H2PF8', 'H1PF16', 'H2WP4', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2PF9', 'H1PF16', 'H1RF14', 'H2DS11', 'H1FS11', 'H1TS3', 'H2PF23', 'H1ED15', 'H2PF10', 'H1PF31', 'H2WP9', 'H2DS1', 'H1GH22', 'H1WP5', 'H2PF22', 'H2DS12', 'PC40', 'H1TO3', 'H1PF4', 'H2PF1', 'H1FS10', 'H1DS5', 'H2SE4', 'H1TO50', 'H2TO15', 'H1FS5', 'H2PF23', 'H2FS15', 'H2PF5', 'H2FS19', 'H1GH28', 'H1PF32', 'H1WP4', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS6', 'H2PF26', 'H2GH30', 'H2ED16', 'H1WP5', 'PA56', 'H1DS7', 'H1FS14', 'H1ED16', 'H2TO15', 'H1WP4', 'S60N', 'H1TO9', 'H2ED12', 'H1FS11', 'H1PF36', 'H1FS11', 'H1DS8', 'H1FS2', 'H1FS16', 'S62O', 'H2FS4', 'H2DS11', 'H1GH52', 'H1TO9', 'H2PF32', 'H1PF24', 'H2WP3', 'S62R'],37,36,61
223,0.7079383886255924,['H2FV4', 'S60O', 'H2PF12', 'H2PF31', 'H2FS1', 'H2PF12', 'H1DS13', 'H2PF8', 'H1PF16', 'H2WP4', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2PF9', 'H1PF16', 'H1RF14', 'H2DS11', 'H1FS11', 'H1TS3', 'H2PF23', 'H1ED15', 'H2PF10', 'H1PF31', 'H2WP9', 'H2DS1', 'H1GH22', 'H1WP5', 'H2PF22', 'H2DS12', 'PC40', 'H1TO3', 'H1PF4', 'H2PF1', 'H1FS10', 'H1DS5', 'H2SE4', 'H1TO50', 'H2TO15', 'H1FS5', 'H2PF23', 'H2FS15', 'H2PF5', 'H2FS19', 'H1GH28', 'H1PF32', 'H1WP4', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS6', 'H2PF26', 'H2GH30', 'H2ED16', 'H1WP5', 'PA56', 'H1DS7', 'H1FS14', 'H1ED16', 'H2TO15', 'H1WP4', 'S60N', 'H1TO9', 'H2ED12', 'H1FS11', 'H1PF36', 'H1FS11', 'H1DS8', 'H1FS2', 'H1FS16', 'S62O', 'H2FS4', 'H2DS11', 'H1GH52', 'H1TO9', 'H2PF32', 'H1PF24', 'H2WP3', 'S62R'],37,36,61
224,0.7079383886255924,['H2FV4', 'S60O', 'H2PF12', 'H2PF31', 'H2FS1', 'H2PF12', 'H1DS13', 'H2PF8', 'H1PF16', 'H2WP4', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2PF9', 'H1PF16', 'H1RF14', 'H2DS11', 'H1FS11', 'H1TS3', 'H2PF23', 'H1ED15', 'H2PF10', 'H1PF31', 'H2WP9', 'H2DS1', 'H1GH22', 'H1WP5', 'H2PF22', 'H2DS12', 'PC40', 'H1TO3', 'H1PF4', 'H2PF1', 'H1FS10', 'H1DS5', 'H2SE4', 'H1TO50', 'H2TO15', 'H1FS5', 'H2PF23', 'H2FS15', 'H2PF5', 'H2FS19', 'H1GH28', 'H1PF32', 'H1WP4', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS6', 'H2PF26', 'H2GH30', 'H2ED16', 'H1WP5', 'PA56', 'H1DS7', 'H1FS14', 'H1ED16', 'H2TO15', 'H1WP4', 'S60N', 'H1TO9', 'H2ED12', 'H1FS11', 'H1PF36', 'H1FS11', 'H1DS8', 'H1FS2', 'H1FS16', 'S62O', 'H2FS4', 'H2DS11', 'H1GH52', 'H1TO9', 'H2PF32', 'H1PF24', 'H2WP3', 'S62R'],37,36,61
225,0.7079383886255924,['H2FV4', 'S60O', 'H2PF12', 'H2PF31', 'H2FS1', 'H2PF12', 'H1DS13', 'H2PF8', 'H1PF16', 'H2WP4', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2PF9', 'H1PF16', 'H1RF14', 'H2DS11', 'H1FS11', 'H1TS3', 'H2PF23', 'H1ED15', 'H2PF10', 'H1PF31', 'H2WP9', 'H2DS1', 'H1GH22', 'H1WP5', 'H2PF22', 'H2DS12', 'PC40', 'H1TO3', 'H1PF4', 'H2PF1', 'H1FS10', 'H1DS5', 'H2SE4', 'H1TO50', 'H2TO15', 'H1FS5', 'H2PF23', 'H2FS15', 'H2PF5', 'H2FS19', 'H1GH28', 'H1PF32', 'H1WP4', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS6', 'H2PF26', 'H2GH30', 'H2ED16', 'H1WP5', 'PA56', 'H1DS7', 'H1FS14', 'H1ED16', 'H2TO15', 'H1WP4', 'S60N', 'H1TO9', 'H2ED12', 'H1FS11', 'H1PF36', 'H1FS11', 'H1DS8', 'H1FS2', 'H1FS16', 'S62O', 'H2FS4', 'H2DS11', 'H1GH52', 'H1TO9', 'H2PF32', 'H1PF24', 'H2WP3', 'S62R'],37,36,61
226,0.7079383886255924,['H2FV4', 'S60O', 'H2PF12', 'H2PF31', 'H2FS1', 'H2PF12', 'H1DS13', 'H2PF8', 'H1PF16', 'H2WP4', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2PF9', 'H1PF16', 'H1RF14', 'H2DS11', 'H1FS11', 'H1TS3', 'H2PF23', 'H1ED15', 'H2PF10', 'H1PF31', 'H2WP9', 'H2DS1', 'H1GH22', 'H1WP5', 'H2PF22', 'H2DS12', 'PC40', 'H1TO3', 'H1PF4', 'H2PF1', 'H1FS10', 'H1DS5', 'H2SE4', 'H1TO50', 'H2TO15', 'H1FS5', 'H2PF23', 'H2FS15', 'H2PF5', 'H2FS19', 'H1GH28', 'H1PF32', 'H1WP4', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS6', 'H2PF26', 'H2GH30', 'H2ED16', 'H1WP5', 'PA56', 'H1DS7', 'H1FS14', 'H1ED16', 'H2TO15', 'H1WP4', 'S60N', 'H1TO9', 'H2ED12', 'H1FS11', 'H1PF36', 'H1FS11', 'H1DS8', 'H1FS2', 'H1FS16', 'S62O', 'H2FS4', 'H2DS11', 'H1GH52', 'H1TO9', 'H2PF32', 'H1PF24', 'H2WP3', 'S62R'],37,36,61
227,0.7079383886255924,['H2FV4', 'S60O', 'H2PF12', 'H2PF31', 'H2FS1', 'H2PF12', 'H1DS13', 'H2PF8', 'H1PF16', 'H2WP4', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2PF9', 'H1PF16', 'H1RF14', 'H2DS11', 'H1FS11', 'H1TS3', 'H2PF23', 'H1ED15', 'H2PF10', 'H1PF31', 'H2WP9', 'H2DS1', 'H1GH22', 'H1WP5', 'H2PF22', 'H2DS12', 'PC40', 'H1TO3', 'H1PF4', 'H2PF1', 'H1FS10', 'H1DS5', 'H2SE4', 'H1TO50', 'H2TO15', 'H1FS5', 'H2PF23', 'H2FS15', 'H2PF5', 'H2FS19', 'H1GH28', 'H1PF32', 'H1WP4', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS6', 'H2PF26', 'H2GH30', 'H2ED16', 'H1WP5', 'PA56', 'H1DS7', 'H1FS14', 'H1ED16', 'H2TO15', 'H1WP4', 'S60N', 'H1TO9', 'H2ED12', 'H1FS11', 'H1PF36', 'H1FS11', 'H1DS8', 'H1FS2', 'H1FS16', 'S62O', 'H2FS4', 'H2DS11', 'H1GH52', 'H1TO9', 'H2PF32', 'H1PF24', 'H2WP3', 'S62R'],37,36,61
228,0.7079383886255924,['H2FV4', 'S60O', 'H2PF12', 'H2PF31', 'H2FS1', 'H2PF12', 'H1DS13', 'H2PF8', 'H1PF16', 'H2WP4', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2PF9', 'H1PF16', 'H1RF14', 'H2DS11', 'H1FS11', 'H1TS3', 'H2PF23', 'H1ED15', 'H2PF10', 'H1PF31', 'H2WP9', 'H2DS1', 'H1GH22', 'H1WP5', 'H2PF22', 'H2DS12', 'PC40', 'H1TO3', 'H1PF4', 'H2PF1', 'H1FS10', 'H1DS5', 'H2SE4', 'H1TO50', 'H2TO15', 'H1FS5', 'H2PF23', 'H2FS15', 'H2PF5', 'H2FS19', 'H1GH28', 'H1PF32', 'H1WP4', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS6', 'H2PF26', 'H2GH30', 'H2ED16', 'H1WP5', 'PA56', 'H1DS7', 'H1FS14', 'H1ED16', 'H2TO15', 'H1WP4', 'S60N', 'H1TO9', 'H2ED12', 'H1FS11', 'H1PF36', 'H1FS11', 'H1DS8', 'H1FS2', 'H1FS16', 'S62O', 'H2FS4', 'H2DS11', 'H1GH52', 'H1TO9', 'H2PF32', 'H1PF24', 'H2WP3', 'S62R'],37,36,61
229,0.7079383886255924,['H2FV4', 'S60O', 'H2PF12', 'H2PF31', 'H2FS1', 'H2PF12', 'H1DS13', 'H2PF8', 'H1PF16', 'H2WP4', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2PF9', 'H1PF16', 'H1RF14', 'H2DS11', 'H1FS11', 'H1TS3', 'H2PF23', 'H1ED15', 'H2PF10', 'H1PF31', 'H2WP9', 'H2DS1', 'H1GH22', 'H1WP5', 'H2PF22', 'H2DS12', 'PC40', 'H1TO3', 'H1PF4', 'H2PF1', 'H1FS10', 'H1DS5', 'H2SE4', 'H1TO50', 'H2TO15', 'H1FS5', 'H2PF23', 'H2FS15', 'H2PF5', 'H2FS19', 'H1GH28', 'H1PF32', 'H1WP4', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS6', 'H2PF26', 'H2GH30', 'H2ED16', 'H1WP5', 'PA56', 'H1DS7', 'H1FS14', 'H1ED16', 'H2TO15', 'H1WP4', 'S60N', 'H1TO9', 'H2ED12', 'H1FS11', 'H1PF36', 'H1FS11', 'H1DS8', 'H1FS2', 'H1FS16', 'S62O', 'H2FS4', 'H2DS11', 'H1GH52', 'H1TO9', 'H2PF32', 'H1PF24', 'H2WP3', 'S62R'],37,36,61
230,0.7079383886255924,['H2FV4', 'S60O', 'H2PF12', 'H2PF31', 'H2FS1', 'H2PF12', 'H1DS13', 'H2PF8', 'H1PF16', 'H2WP4', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2PF9', 'H1PF16', 'H1RF14', 'H2DS11', 'H1FS11', 'H1TS3', 'H2PF23', 'H1ED15', 'H2PF10', 'H1PF31', 'H2WP9', 'H2DS1', 'H1GH22', 'H1WP5', 'H2PF22', 'H2DS12', 'PC40', 'H1TO3', 'H1PF4', 'H2PF1', 'H1FS10', 'H1DS5', 'H2SE4', 'H1TO50', 'H2TO15', 'H1FS5', 'H2PF23', 'H2FS15', 'H2PF5', 'H2FS19', 'H1GH28', 'H1PF32', 'H1WP4', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS6', 'H2PF26', 'H2GH30', 'H2ED16', 'H1WP5', 'PA56', 'H1DS7', 'H1FS14', 'H1ED16', 'H2TO15', 'H1WP4', 'S60N', 'H1TO9', 'H2ED12', 'H1FS11', 'H1PF36', 'H1FS11', 'H1DS8', 'H1FS2', 'H1FS16', 'S62O', 'H2FS4', 'H2DS11', 'H1GH52', 'H1TO9', 'H2PF32', 'H1PF24', 'H2WP3', 'S62R'],37,36,61
231,0.7079383886255924,['H2FV4', 'S60O', 'H2PF12', 'H2PF31', 'H2FS1', 'H2PF12', 'H1DS13', 'H2PF8', 'H1PF16', 'H2WP4', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2PF9', 'H1PF16', 'H1RF14', 'H2DS11', 'H1FS11', 'H1TS3', 'H2PF23', 'H1ED15', 'H2PF10', 'H1PF31', 'H2WP9', 'H2DS1', 'H1GH22', 'H1WP5', 'H2PF22', 'H2DS12', 'PC40', 'H1TO3', 'H1PF4', 'H2PF1', 'H1FS10', 'H1DS5', 'H2SE4', 'H1TO50', 'H2TO15', 'H1FS5', 'H2PF23', 'H2FS15', 'H2PF5', 'H2FS19', 'H1GH28', 'H1PF32', 'H1WP4', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS6', 'H2PF26', 'H2GH30', 'H2ED16', 'H1WP5', 'PA56', 'H1DS7', 'H1FS14', 'H1ED16', 'H2TO15', 'H1WP4', 'S60N', 'H1TO9', 'H2ED12', 'H1FS11', 'H1PF36', 'H1FS11', 'H1DS8', 'H1FS2', 'H1FS16', 'S62O', 'H2FS4', 'H2DS11', 'H1GH52', 'H1TO9', 'H2PF32', 'H1PF24', 'H2WP3', 'S62R'],37,36,61
232,0.7079383886255924,['H2FV4', 'S60O', 'H2PF12', 'H2PF31', 'H2FS1', 'H2PF12', 'H1DS13', 'H2PF8', 'H1PF16', 'H2WP4', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2PF9', 'H1PF16', 'H1RF14', 'H2DS11', 'H1FS11', 'H1TS3', 'H2PF23', 'H1ED15', 'H2PF10', 'H1PF31', 'H2WP9', 'H2DS1', 'H1GH22', 'H1WP5', 'H2PF22', 'H2DS12', 'PC40', 'H1TO3', 'H1PF4', 'H2PF1', 'H1FS10', 'H1DS5', 'H2SE4', 'H1TO50', 'H2TO15', 'H1FS5', 'H2PF23', 'H2FS15', 'H2PF5', 'H2FS19', 'H1GH28', 'H1PF32', 'H1WP4', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS6', 'H2PF26', 'H2GH30', 'H2ED16', 'H1WP5', 'PA56', 'H1DS7', 'H1FS14', 'H1ED16', 'H2TO15', 'H1WP4', 'S60N', 'H1TO9', 'H2ED12', 'H1FS11', 'H1PF36', 'H1FS11', 'H1DS8', 'H1FS2', 'H1FS16', 'S62O', 'H2FS4', 'H2DS11', 'H1GH52', 'H1TO9', 'H2PF32', 'H1PF24', 'H2WP3', 'S62R'],37,36,61
233,0.7079383886255924,['H2FV4', 'S60O', 'H2PF12', 'H2PF31', 'H2FS1', 'H2PF12', 'H1DS13', 'H2PF8', 'H1PF16', 'H2WP4', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2PF9', 'H1PF16', 'H1RF14', 'H2DS11', 'H1FS11', 'H1TS3', 'H2PF23', 'H1ED15', 'H2PF10', 'H1PF31', 'H2WP9', 'H2DS1', 'H1GH22', 'H1WP5', 'H2PF22', 'H2DS12', 'PC40', 'H1TO3', 'H1PF4', 'H2PF1', 'H1FS10', 'H1DS5', 'H2SE4', 'H1TO50', 'H2TO15', 'H1FS5', 'H2PF23', 'H2FS15', 'H2PF5', 'H2FS19', 'H1GH28', 'H1PF32', 'H1WP4', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS6', 'H2PF26', 'H2GH30', 'H2ED16', 'H1WP5', 'PA56', 'H1DS7', 'H1FS14', 'H1ED16', 'H2TO15', 'H1WP4', 'S60N', 'H1TO9', 'H2ED12', 'H1FS11', 'H1PF36', 'H1FS11', 'H1DS8', 'H1FS2', 'H1FS16', 'S62O', 'H2FS4', 'H2DS11', 'H1GH52', 'H1TO9', 'H2PF32', 'H1PF24', 'H2WP3', 'S62R'],37,36,61
234,0.7079383886255924,['H2FV4', 'S60O', 'H2PF12', 'H2PF31', 'H2FS1', 'H2PF12', 'H1DS13', 'H2PF8', 'H1PF16', 'H2WP4', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2PF9', 'H1PF16', 'H1RF14', 'H2DS11', 'H1FS11', 'H1TS3', 'H2PF23', 'H1ED15', 'H2PF10', 'H1PF31', 'H2WP9', 'H2DS1', 'H1GH22', 'H1WP5', 'H2PF22', 'H2DS12', 'PC40', 'H1TO3', 'H1PF4', 'H2PF1', 'H1FS10', 'H1DS5', 'H2SE4', 'H1TO50', 'H2TO15', 'H1FS5', 'H2PF23', 'H2FS15', 'H2PF5', 'H2FS19', 'H1GH28', 'H1PF32', 'H1WP4', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS6', 'H2PF26', 'H2GH30', 'H2ED16', 'H1WP5', 'PA56', 'H1DS7', 'H1FS14', 'H1ED16', 'H2TO15', 'H1WP4', 'S60N', 'H1TO9', 'H2ED12', 'H1FS11', 'H1PF36', 'H1FS11', 'H1DS8', 'H1FS2', 'H1FS16', 'S62O', 'H2FS4', 'H2DS11', 'H1GH52', 'H1TO9', 'H2PF32', 'H1PF24', 'H2WP3', 'S62R'],37,36,61
235,0.7079383886255924,['H2FV4', 'S60O', 'H2PF12', 'H2PF31', 'H2FS1', 'H2PF12', 'H1DS13', 'H2PF8', 'H1PF16', 'H2WP4', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2PF9', 'H1PF16', 'H1RF14', 'H2DS11', 'H1FS11', 'H1TS3', 'H2PF23', 'H1ED15', 'H2PF10', 'H1PF31', 'H2WP9', 'H2DS1', 'H1GH22', 'H1WP5', 'H2PF22', 'H2DS12', 'PC40', 'H1TO3', 'H1PF4', 'H2PF1', 'H1FS10', 'H1DS5', 'H2SE4', 'H1TO50', 'H2TO15', 'H1FS5', 'H2PF23', 'H2FS15', 'H2PF5', 'H2FS19', 'H1GH28', 'H1PF32', 'H1WP4', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS6', 'H2PF26', 'H2GH30', 'H2ED16', 'H1WP5', 'PA56', 'H1DS7', 'H1FS14', 'H1ED16', 'H2TO15', 'H1WP4', 'S60N', 'H1TO9', 'H2ED12', 'H1FS11', 'H1PF36', 'H1FS11', 'H1DS8', 'H1FS2', 'H1FS16', 'S62O', 'H2FS4', 'H2DS11', 'H1GH52', 'H1TO9', 'H2PF32', 'H1PF24', 'H2WP3', 'S62R'],37,36,61
236,0.7079383886255924,['H2FV4', 'S60O', 'H2PF12', 'H2PF31', 'H2FS1', 'H2PF12', 'H1DS13', 'H2PF8', 'H1PF16', 'H2WP4', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2PF9', 'H1PF16', 'H1RF14', 'H2DS11', 'H1FS11', 'H1TS3', 'H2PF23', 'H1ED15', 'H2PF10', 'H1PF31', 'H2WP9', 'H2DS1', 'H1GH22', 'H1WP5', 'H2PF22', 'H2DS12', 'PC40', 'H1TO3', 'H1PF4', 'H2PF1', 'H1FS10', 'H1DS5', 'H2SE4', 'H1TO50', 'H2TO15', 'H1FS5', 'H2PF23', 'H2FS15', 'H2PF5', 'H2FS19', 'H1GH28', 'H1PF32', 'H1WP4', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS6', 'H2PF26', 'H2GH30', 'H2ED16', 'H1WP5', 'PA56', 'H1DS7', 'H1FS14', 'H1ED16', 'H2TO15', 'H1WP4', 'S60N', 'H1TO9', 'H2ED12', 'H1FS11', 'H1PF36', 'H1FS11', 'H1DS8', 'H1FS2', 'H1FS16', 'S62O', 'H2FS4', 'H2DS11', 'H1GH52', 'H1TO9', 'H2PF32', 'H1PF24', 'H2WP3', 'S62R'],37,36,61
237,0.7079383886255924,['H2FV4', 'S60O', 'H2PF12', 'H2PF31', 'H2FS1', 'H2PF12', 'H1DS13', 'H2PF8', 'H1PF16', 'H2WP4', 'H2FS2', 'H2GH31', 'H1DS9', 'H1DS15', 'H2PF9', 'H1PF16', 'H1RF14', 'H2DS11', 'H1FS11', 'H1TS3', 'H2PF23', 'H1ED15', 'H2PF10', 'H1PF31', 'H2WP9', 'H2DS1', 'H1GH22', 'H1WP5', 'H2PF22', 'H2DS12', 'PC40', 'H1TO3', 'H1PF4', 'H2PF1', 'H1FS10', 'H1DS5', 'H2SE4', 'H1TO50', 'H2TO15', 'H1FS5', 'H2PF23', 'H2FS15', 'H2PF5', 'H2FS19', 'H1GH28', 'H1PF32', 'H1WP4', 'H1WP3', 'H1GH18', 'H2GH27', 'H1FS13', 'H2DS6', 'H2PF26', 'H2GH30', 'H2ED16', 'H1WP5', 'PA56', 'H1DS7', 'H1FS14', 'H1ED16', 'H2TO15', 'H1WP4', 'S60N', 'H1TO9', 'H2ED12', 'H1FS11', 'H1PF36', 'H1FS11', 'H1DS8', 'H1FS2', 'H1FS16', 'S62O', 'H2FS4', 'H2DS11', 'H1GH52', 'H1TO9', 'H2PF32', 'H1PF24', 'H2WP3', 'S62R'],37,36,61
